235,80;52,25
236,47;52,25
237,14;52,25
237,81;52,25
238,48;52,25
239,15;52,25
239,83;52,25
240,50;52,19
241,17;52,19
241,84;52,19
242,51;52,19
243,18;52,19
243,86;52,19
244,53;52,19
245,20;52,19
245,87;52,19
246,54;52,13
247,21;52,13
247,89;52,13
248,56;52,13
249,23;52,13
249,90;52,13
250,57;52,06
251,24;52,06
251,92;52,06
252,59;52,06
253,26;52,06
253,93;52,06
254,60;52,06
255,27;52,06
255,95;52,00
256,62;52,00
257,29;52,00
257,96;52,00
258,63;52,00
259,31;52,00
259,98;52,00
260,65;51,94
261,32;51,94
261,99;51,94
262,66;51,88
263,33;51,88
264,01;51,81
264,68;51,75
265,35;51,75
266,02;51,69
266,69;51,63
267,37;51,56
268,04;51,50
268,71;51,44
269,38;51,44
270,05;51,38
270,72;51,31
271,39;51,25
272,07;51,25
272,74;51,19
273,41;51,19
274,08;51,13
274,75;51,06
275,43;51,06
276,10;51,00
276,77;51,00
277,44;50,94
278,11;50,88
278,78;50,88
279,45;50,81
280,13;50,81
280,80;50,75
281,47;50,75
282,14;50,69
282,81;50,69
283,48;50,63
284,16;50,63
284,83;50,56
285,50;50,56
286,17;50,50
286,84;50,44
287,51;50,44
288,19;50,38
288,86;50,38
289,53;50,31
290,20;50,31
290,87;50,25
291,54;50,25
292,21;50,19
292,89;50,19
293,56;50,13
294,23;50,13
294,90;50,13
295,57;50,06
296,24;50,06
296,92;50,06
297,59;50,00
298,26;50,00
298,93;49,94
299,60;49,94
300,27;49,94
300,95;49,88
301,62;49,88
302,29;49,88
302,96;49,81
303,63;49,81
304,30;49,81
304,98;49,75
305,65;49,75
306,32;49,75
306,99;49,75
307,66;49,69
308,33;49,69
309,01;49,69
309,68;49,69
310,35;49,63
311,02;49,63
311,69;49,63
312,36;49,63
313,03;49,56
313,70;49,56
314,38;49,56
315,05;49,56
315,72;49,50
316,39;49,50
317,06;49,50
317,73;49,50
318,41;49,44
319,08;49,44
319,75;49,44
320,42;49,44
321,09;49,44
321,76;49,38
322,43;49,38
323,11;49,38
323,78;49,38
324,45;49,31
325,12;49,31
325,79;49,31
326,46;49,31
327,14;49,31
327,81;49,31
328,48;49,31
329,15;49,25
329,82;49,25
330,49;49,25
331,17;49,25
331,84;49,25
332,51;49,25
333,18;49,25
333,85;49,19
334,52;49,19
335,19;49,19
335,87;49,19
336,54;49,19
337,21;49,19
337,88;49,13
338,55;49,13
339,22;49,13
339,89;49,13
340,57;49,13
341,24;49,13
341,91;49,13
342,58;49,13
343,25;49,06
343,92;49,06
344,60;49,06
345,27;49,06
345,94;49,06
346,61;49,06
347,28;49,06
347,95;49,00
348,62;49,00
349,30;49,00
349,97;49,00
350,64;49,00
351,31;49,00
351,98;49,00
352,65;49,00
353,33;48,94
354,00;48,94
354,67;48,94
355,34;48,94
356,01;48,94
356,68;48,94
357,36;48,94
358,03;48,94
358,70;48,94
359,37;48,88
360,04;48,88
360,71;48,88
361,38;48,88
362,05;48,88
362,73;48,88
363,40;48,88
364,07;48,88
364,74;48,88
365,41;48,88
366,08;48,81
366,76;48,81
367,43;48,81
368,10;48,81
368,77;48,81
369,44;48,81
370,11;48,81
370,79;48,81
371,46;48,81
372,13;48,75
372,80;48,75
373,47;48,75
374,14;48,75
374,81;48,75
375,49;48,75
376,16;48,75
376,83;48,75
377,50;48,69
378,17;48,69
378,84;48,69
379,52;48,69
380,19;48,69
380,86;48,69
381,53;48,69
382,20;48,69
382,87;48,69
383,55;48,63
384,21;48,63
384,89;48,63
385,56;48,63
386,23;48,63
386,90;48,63
387,57;48,63
388,24;48,63
388,92;48,63
389,59;48,56
390,26;48,63
390,93;48,56
391,60;48,56
392,27;48,56
392,95;48,56
393,62;48,56
394,29;48,56
394,96;48,56
395,63;48,50
396,30;48,50
396,97;48,50
397,65;48,50
398,32;48,50
398,99;48,50
399,66;48,50
400,33;48,50
401,00;48,50
401,68;48,44
402,35;48,44
403,02;48,44
403,69;48,44
404,36;48,44
405,03;48,44
405,70;48,44
406,38;48,44
407,05;48,44
407,72;48,44
408,39;48,38
409,06;48,38
409,73;48,38
410,40;48,38
411,08;48,38
411,75;48,38
412,42;48,38
413,09;48,38
413,76;48,38
414,43;48,31
415,11;48,31
415,78;48,31
416,45;48,31
417,12;48,31
417,79;48,31
418,46;48,31
419,14;48,31
419,81;48,25
420,48;48,25
421,15;48,25
421,82;48,25
422,49;48,25
423,16;48,25
423,83;48,25
424,51;48,25
425,18;48,19
425,85;48,19
426,52;48,19
427,19;48,19
427,86;48,19
428,54;48,19
429,21;48,19
